PengajuanKey,InventorKey,Peran_Inventor
4293,4,Anggota Inventor
4294,29,Ketua Inventor
4295,65,Ketua Inventor
4295,33,Anggota Inventor
4296,68,Ketua Inventor
4297,42,Ketua Inventor
4298,36,Ketua Inventor
4298,4,Anggota Inventor
4298,83,Anggota Inventor
4299,77,Ketua Inventor
4299,41,Anggota Inventor
4300,30,Ketua Inventor
4300,40,Anggota Inventor
4301,82,Ketua Inventor
4302,40,Ketua Inventor
4303,16,Ketua Inventor
4304,14,Ketua Inventor
4305,20,Ketua Inventor
4306,27,Ketua Inventor
4307,43,Ketua Inventor
4307,99,Anggota Inventor
4308,26,Ketua Inventor
4309,17,Ketua Inventor
4310,98,Ketua Inventor
4310,69,Anggota Inventor
4311,10,Ketua Inventor
4312,33,Ketua Inventor
4312,79,Anggota Inventor
4313,17,Ketua Inventor
4314,77,Ketua Inventor
4315,49,Ketua Inventor
4315,54,Anggota Inventor
4316,87,Ketua Inventor
4317,43,Ketua Inventor
4317,39,Anggota Inventor
4318,90,Ketua Inventor
4319,4,Ketua Inventor
4320,78,Ketua Inventor
4320,79,Anggota Inventor
4321,38,Ketua Inventor
4321,50,Anggota Inventor
4322,9,Ketua Inventor
4323,32,Ketua Inventor
4324,56,Ketua Inventor
4324,30,Anggota Inventor
4324,66,Anggota Inventor
4325,13,Ketua Inventor
4325,53,Anggota Inventor
4326,23,Ketua Inventor
4327,54,Ketua Inventor
4327,93,Anggota Inventor
4327,51,Anggota Inventor
4328,51,Ketua Inventor
4328,89,Anggota Inventor
4329,56,Ketua Inventor
4330,56,Ketua Inventor
4330,63,Anggota Inventor
4330,83,Anggota Inventor
4331,97,Ketua Inventor
4331,32,Anggota Inventor
4332,86,Ketua Inventor
4333,97,Ketua Inventor
4334,36,Ketua Inventor
4335,78,Ketua Inventor
4335,17,Anggota Inventor
4336,74,Ketua Inventor
4336,72,Anggota Inventor
4337,36,Ketua Inventor
4337,77,Anggota Inventor
4338,24,Ketua Inventor
4339,80,Ketua Inventor
4339,26,Anggota Inventor
4339,100,Anggota Inventor
4340,88,Ketua Inventor
4341,78,Ketua Inventor
4341,40,Anggota Inventor
4341,92,Anggota Inventor
4342,99,Ketua Inventor
4343,52,Ketua Inventor
4344,38,Ketua Inventor
4345,35,Ketua Inventor
4345,74,Anggota Inventor
4346,28,Ketua Inventor
4346,54,Anggota Inventor
4347,30,Ketua Inventor
4347,92,Anggota Inventor
4347,3,Anggota Inventor
4348,47,Ketua Inventor
4348,27,Anggota Inventor
4348,89,Anggota Inventor
4349,58,Ketua Inventor
4349,73,Anggota Inventor
4350,46,Ketua Inventor
4350,72,Anggota Inventor
4351,55,Ketua Inventor
4351,24,Anggota Inventor
4352,77,Ketua Inventor
4352,66,Anggota Inventor
4353,38,Ketua Inventor
4354,93,Ketua Inventor
4355,80,Ketua Inventor
4356,73,Ketua Inventor
4357,55,Ketua Inventor
4358,53,Ketua Inventor
4358,64,Anggota Inventor
4359,72,Ketua Inventor
4360,62,Ketua Inventor
4360,68,Anggota Inventor
4361,7,Ketua Inventor
4362,10,Ketua Inventor
4363,71,Ketua Inventor
4364,94,Ketua Inventor
4364,17,Anggota Inventor
4365,77,Ketua Inventor
4366,35,Ketua Inventor
4367,50,Ketua Inventor
4367,18,Anggota Inventor
4368,46,Ketua Inventor
4368,57,Anggota Inventor
4368,8,Anggota Inventor
4369,57,Ketua Inventor
4369,64,Anggota Inventor
4370,97,Ketua Inventor
4370,31,Anggota Inventor
4371,24,Ketua Inventor
4371,56,Anggota Inventor
4372,87,Ketua Inventor
4373,65,Ketua Inventor
4374,19,Ketua Inventor
4375,92,Ketua Inventor
4376,94,Ketua Inventor
4377,68,Ketua Inventor
4378,100,Ketua Inventor
4379,32,Ketua Inventor
4380,69,Ketua Inventor
4381,21,Ketua Inventor
4382,87,Ketua Inventor
4383,95,Ketua Inventor
4384,7,Ketua Inventor
4384,98,Anggota Inventor
4385,24,Ketua Inventor
4385,22,Anggota Inventor
4386,9,Ketua Inventor
4387,99,Ketua Inventor
4387,76,Anggota Inventor
4388,71,Ketua Inventor
4389,89,Ketua Inventor
4390,31,Ketua Inventor
4390,63,Anggota Inventor
4390,1,Anggota Inventor
4391,94,Ketua Inventor
4392,55,Ketua Inventor
4393,28,Ketua Inventor
4394,90,Ketua Inventor
4394,31,Anggota Inventor
4394,19,Anggota Inventor
4395,59,Ketua Inventor
4395,70,Anggota Inventor
4396,28,Ketua Inventor
4396,36,Anggota Inventor
4397,79,Ketua Inventor
4398,1,Ketua Inventor
4399,14,Ketua Inventor
4400,40,Ketua Inventor
4400,65,Anggota Inventor
4400,15,Anggota Inventor
4401,95,Ketua Inventor
4402,31,Ketua Inventor
4402,91,Anggota Inventor
4402,38,Anggota Inventor
4403,6,Ketua Inventor
4404,1,Ketua Inventor
4404,80,Anggota Inventor
4405,55,Ketua Inventor
4406,77,Ketua Inventor
4406,56,Anggota Inventor
4407,27,Ketua Inventor
4407,38,Anggota Inventor
4408,59,Ketua Inventor
4409,27,Ketua Inventor
4410,74,Ketua Inventor
4410,80,Anggota Inventor
4410,88,Anggota Inventor
4411,62,Ketua Inventor
4412,4,Ketua Inventor
4412,55,Anggota Inventor
4413,52,Ketua Inventor
4413,91,Anggota Inventor
4414,26,Ketua Inventor
4415,62,Ketua Inventor
4415,32,Anggota Inventor
4416,92,Ketua Inventor
4417,54,Ketua Inventor
4417,99,Anggota Inventor
4417,53,Anggota Inventor
4418,44,Ketua Inventor
4419,42,Ketua Inventor
4419,24,Anggota Inventor
4420,41,Ketua Inventor
4421,7,Ketua Inventor
4422,18,Ketua Inventor
4423,72,Ketua Inventor
4424,89,Ketua Inventor
4425,48,Ketua Inventor
4426,62,Ketua Inventor
4427,26,Ketua Inventor
4428,3,Ketua Inventor
4429,20,Ketua Inventor
4430,17,Ketua Inventor
4430,13,Anggota Inventor
4431,26,Ketua Inventor
4432,40,Ketua Inventor
4433,69,Ketua Inventor
4434,4,Ketua Inventor
4435,41,Ketua Inventor
4436,46,Ketua Inventor
4437,59,Ketua Inventor
4438,76,Ketua Inventor
4438,3,Anggota Inventor
4439,70,Ketua Inventor
4440,43,Ketua Inventor
4440,79,Anggota Inventor
4440,99,Anggota Inventor
4441,93,Ketua Inventor
4442,52,Ketua Inventor
4442,49,Anggota Inventor
4443,52,Ketua Inventor
4444,12,Ketua Inventor
4444,53,Anggota Inventor
4445,21,Ketua Inventor
4445,44,Anggota Inventor
4446,28,Ketua Inventor
4447,4,Ketua Inventor
4447,43,Anggota Inventor
4447,32,Anggota Inventor
4448,17,Ketua Inventor
4448,5,Anggota Inventor
4449,71,Ketua Inventor
4449,7,Anggota Inventor
4450,98,Ketua Inventor
4450,77,Anggota Inventor
4450,55,Anggota Inventor
4451,77,Ketua Inventor
4452,3,Ketua Inventor
4453,64,Ketua Inventor
4454,29,Ketua Inventor
4455,64,Ketua Inventor
4455,54,Anggota Inventor
4455,67,Anggota Inventor
4456,16,Ketua Inventor
4457,57,Ketua Inventor
4458,95,Ketua Inventor
4458,55,Anggota Inventor
4459,24,Ketua Inventor
4459,11,Anggota Inventor
4459,93,Anggota Inventor
4460,63,Ketua Inventor
4460,58,Anggota Inventor
4461,4,Ketua Inventor
4461,1,Anggota Inventor
4462,100,Ketua Inventor
4463,41,Ketua Inventor
4464,24,Ketua Inventor
4465,43,Ketua Inventor
4466,88,Ketua Inventor
4467,43,Ketua Inventor
4467,64,Anggota Inventor
4468,83,Ketua Inventor
4468,44,Anggota Inventor
4469,61,Ketua Inventor
4470,79,Ketua Inventor
4470,68,Anggota Inventor
4470,32,Anggota Inventor
4471,37,Ketua Inventor
4472,87,Ketua Inventor
4472,77,Anggota Inventor
4473,62,Ketua Inventor
4474,93,Ketua Inventor
4475,74,Ketua Inventor
4475,69,Anggota Inventor
4476,47,Ketua Inventor
4477,42,Ketua Inventor
4477,68,Anggota Inventor
4477,92,Anggota Inventor
4478,61,Ketua Inventor
4479,19,Ketua Inventor
4480,12,Ketua Inventor
4481,65,Ketua Inventor
4482,47,Ketua Inventor
4482,41,Anggota Inventor
4483,44,Ketua Inventor
4483,8,Anggota Inventor
4484,24,Ketua Inventor
4485,13,Ketua Inventor
4486,66,Ketua Inventor
4486,17,Anggota Inventor
4487,73,Ketua Inventor
4487,26,Anggota Inventor
4488,6,Ketua Inventor
4489,44,Ketua Inventor
4490,45,Ketua Inventor
4491,98,Ketua Inventor
4492,62,Ketua Inventor
4492,85,Anggota Inventor
4492,79,Anggota Inventor
4493,100,Ketua Inventor
4493,49,Anggota Inventor
4494,56,Ketua Inventor
4495,67,Ketua Inventor
4495,76,Anggota Inventor
4495,16,Anggota Inventor
4496,24,Ketua Inventor
4497,31,Ketua Inventor
4498,35,Ketua Inventor
4499,72,Ketua Inventor
4499,69,Anggota Inventor
4499,100,Anggota Inventor
4500,20,Ketua Inventor
4501,15,Ketua Inventor
4502,79,Ketua Inventor
4502,40,Anggota Inventor
4503,66,Ketua Inventor
4504,44,Ketua Inventor
4505,7,Ketua Inventor
4506,32,Ketua Inventor
4506,75,Anggota Inventor
4507,6,Ketua Inventor
4507,63,Anggota Inventor
4508,93,Ketua Inventor
4508,47,Anggota Inventor
4508,73,Anggota Inventor
4509,97,Ketua Inventor
4509,58,Anggota Inventor
4510,56,Ketua Inventor
4510,29,Anggota Inventor
4511,91,Ketua Inventor
4511,76,Anggota Inventor
4511,31,Anggota Inventor
4512,10,Ketua Inventor
4512,69,Anggota Inventor
4513,53,Ketua Inventor
4513,4,Anggota Inventor
4514,100,Ketua Inventor
4515,90,Ketua Inventor
4516,74,Ketua Inventor
4516,61,Anggota Inventor
4517,50,Ketua Inventor
4518,45,Ketua Inventor
4518,77,Anggota Inventor
4518,9,Anggota Inventor
4519,91,Ketua Inventor
4519,42,Anggota Inventor
4520,60,Ketua Inventor
4521,60,Ketua Inventor
4522,10,Ketua Inventor
4523,22,Ketua Inventor
4524,42,Ketua Inventor
4524,88,Anggota Inventor
4525,11,Ketua Inventor
4526,50,Ketua Inventor
4526,51,Anggota Inventor
4526,64,Anggota Inventor
4527,97,Ketua Inventor
4528,72,Ketua Inventor
4528,43,Anggota Inventor
4529,57,Ketua Inventor
4529,88,Anggota Inventor
4530,78,Ketua Inventor
4530,48,Anggota Inventor
4531,100,Ketua Inventor
4532,24,Ketua Inventor
4532,94,Anggota Inventor
4532,34,Anggota Inventor
4533,16,Ketua Inventor
4534,95,Ketua Inventor
4534,43,Anggota Inventor
4534,80,Anggota Inventor
4535,95,Ketua Inventor
4535,97,Anggota Inventor
4535,94,Anggota Inventor
4536,21,Ketua Inventor
4537,3,Ketua Inventor
4538,40,Ketua Inventor
4539,25,Ketua Inventor
4539,34,Anggota Inventor
4540,96,Ketua Inventor
4541,1,Ketua Inventor
4541,6,Anggota Inventor
4541,12,Anggota Inventor
4542,100,Ketua Inventor
4543,90,Ketua Inventor
4544,28,Ketua Inventor
4544,71,Anggota Inventor
4545,24,Ketua Inventor
4546,18,Ketua Inventor
4547,17,Ketua Inventor
4547,15,Anggota Inventor
4548,85,Ketua Inventor
4548,42,Anggota Inventor
4548,61,Anggota Inventor
4549,73,Ketua Inventor
4550,34,Ketua Inventor
4550,66,Anggota Inventor
4551,62,Ketua Inventor
4552,18,Ketua Inventor
4553,58,Ketua Inventor
4554,47,Ketua Inventor
4555,45,Ketua Inventor
4556,89,Ketua Inventor
4556,44,Anggota Inventor
4556,64,Anggota Inventor
4557,9,Ketua Inventor
4557,11,Anggota Inventor
4558,65,Ketua Inventor
4558,39,Anggota Inventor
4558,20,Anggota Inventor
4559,23,Ketua Inventor
4560,97,Ketua Inventor
4561,96,Ketua Inventor
4562,93,Ketua Inventor
4563,47,Ketua Inventor
4563,52,Anggota Inventor
4564,78,Ketua Inventor
4565,81,Ketua Inventor
4566,50,Ketua Inventor
4567,69,Ketua Inventor
4567,44,Anggota Inventor
4567,97,Anggota Inventor
4568,44,Ketua Inventor
4568,50,Anggota Inventor
4569,40,Ketua Inventor
4570,46,Ketua Inventor
4570,32,Anggota Inventor
4571,72,Ketua Inventor
4571,45,Anggota Inventor
4572,28,Ketua Inventor
4572,80,Anggota Inventor
4573,9,Ketua Inventor
4574,47,Ketua Inventor
4574,61,Anggota Inventor
4575,48,Ketua Inventor
4575,99,Anggota Inventor
4576,91,Ketua Inventor
4576,55,Anggota Inventor
4576,62,Anggota Inventor
4577,69,Ketua Inventor
4578,92,Ketua Inventor
4578,82,Anggota Inventor
4579,21,Ketua Inventor
4580,33,Ketua Inventor
4581,11,Ketua Inventor
4582,1,Ketua Inventor
4582,3,Anggota Inventor
4583,73,Ketua Inventor
4584,71,Ketua Inventor
4585,69,Ketua Inventor
4585,35,Anggota Inventor
4586,5,Ketua Inventor
4587,1,Ketua Inventor
4587,25,Anggota Inventor
4588,38,Ketua Inventor
4589,17,Ketua Inventor
4589,2,Anggota Inventor
4590,59,Ketua Inventor
4591,70,Ketua Inventor
4592,16,Ketua Inventor
4593,14,Ketua Inventor
4594,48,Ketua Inventor
4595,93,Ketua Inventor
4596,17,Ketua Inventor
4596,75,Anggota Inventor
4597,49,Ketua Inventor
4597,36,Anggota Inventor
4597,66,Anggota Inventor
4598,67,Ketua Inventor
4599,59,Ketua Inventor
4600,74,Ketua Inventor
4600,9,Anggota Inventor
4600,84,Anggota Inventor
4601,45,Ketua Inventor
4601,71,Anggota Inventor
4602,44,Ketua Inventor
4602,81,Anggota Inventor
4603,84,Ketua Inventor
4604,71,Ketua Inventor
4605,6,Ketua Inventor
4606,65,Ketua Inventor
4606,93,Anggota Inventor
4607,30,Ketua Inventor
4608,68,Ketua Inventor
4609,37,Ketua Inventor
4610,52,Ketua Inventor
4611,41,Ketua Inventor
4612,24,Ketua Inventor
4613,61,Ketua Inventor
4613,11,Anggota Inventor
4614,90,Ketua Inventor
4615,18,Ketua Inventor
4615,91,Anggota Inventor
4615,65,Anggota Inventor
4616,58,Ketua Inventor
4616,91,Anggota Inventor
4617,96,Ketua Inventor
4618,29,Ketua Inventor
4619,20,Ketua Inventor
4620,63,Ketua Inventor
4621,29,Ketua Inventor
4621,40,Anggota Inventor
4622,6,Ketua Inventor
4622,42,Anggota Inventor
4622,39,Anggota Inventor
4623,25,Ketua Inventor
4624,65,Ketua Inventor
4625,7,Ketua Inventor
4626,93,Ketua Inventor
4627,66,Ketua Inventor
4627,59,Anggota Inventor
4628,9,Ketua Inventor
4629,86,Ketua Inventor
4629,37,Anggota Inventor
4630,51,Ketua Inventor
4630,71,Anggota Inventor
4631,20,Ketua Inventor
4632,21,Ketua Inventor
4633,93,Ketua Inventor
4634,47,Ketua Inventor
4635,76,Ketua Inventor
4636,72,Ketua Inventor
4637,35,Ketua Inventor
4638,76,Ketua Inventor
4639,64,Ketua Inventor
4640,61,Ketua Inventor
4641,79,Ketua Inventor
4642,82,Ketua Inventor
4643,61,Ketua Inventor
4643,81,Anggota Inventor
4644,5,Ketua Inventor
4645,35,Ketua Inventor
4646,88,Ketua Inventor
4647,36,Ketua Inventor
4647,35,Anggota Inventor
4648,69,Ketua Inventor
4649,39,Ketua Inventor
4650,23,Ketua Inventor
4651,57,Ketua Inventor
4651,24,Anggota Inventor
4652,26,Ketua Inventor
4653,27,Ketua Inventor
4654,92,Ketua Inventor
4654,91,Anggota Inventor
4655,7,Ketua Inventor
4655,82,Anggota Inventor
4656,61,Ketua Inventor
4657,20,Ketua Inventor
4658,99,Ketua Inventor
4659,39,Ketua Inventor
4660,90,Ketua Inventor
4661,55,Ketua Inventor
4661,75,Anggota Inventor
4662,28,Ketua Inventor
4663,27,Ketua Inventor
4664,100,Ketua Inventor
4665,30,Ketua Inventor
4665,82,Anggota Inventor
4666,59,Ketua Inventor
4667,17,Ketua Inventor
4668,84,Ketua Inventor
4669,24,Ketua Inventor
4670,95,Ketua Inventor
4670,85,Anggota Inventor
4671,23,Ketua Inventor
4671,6,Anggota Inventor
4672,67,Ketua Inventor
4672,84,Anggota Inventor
4673,39,Ketua Inventor
4674,60,Ketua Inventor
4674,83,Anggota Inventor
4674,39,Anggota Inventor
4675,42,Ketua Inventor
4675,84,Anggota Inventor
4676,95,Ketua Inventor
4677,26,Ketua Inventor
4677,78,Anggota Inventor
4677,16,Anggota Inventor
4678,17,Ketua Inventor
4678,86,Anggota Inventor
4679,90,Ketua Inventor
4679,14,Anggota Inventor
4679,88,Anggota Inventor
4680,82,Ketua Inventor
4681,37,Ketua Inventor
4681,92,Anggota Inventor
4682,99,Ketua Inventor
4683,11,Ketua Inventor
4684,57,Ketua Inventor
4684,37,Anggota Inventor
4685,43,Ketua Inventor
4685,83,Anggota Inventor
4685,87,Anggota Inventor
4686,12,Ketua Inventor
4686,100,Anggota Inventor
4686,58,Anggota Inventor
4687,25,Ketua Inventor
4688,47,Ketua Inventor
4688,63,Anggota Inventor
4689,64,Ketua Inventor
4690,32,Ketua Inventor
4691,65,Ketua Inventor
4692,77,Ketua Inventor
4693,79,Ketua Inventor
4694,83,Ketua Inventor
4694,52,Anggota Inventor
4695,95,Ketua Inventor
4695,86,Anggota Inventor
4696,39,Ketua Inventor
4696,77,Anggota Inventor
4697,63,Ketua Inventor
4697,9,Anggota Inventor
4698,41,Ketua Inventor
4699,85,Ketua Inventor
4700,84,Ketua Inventor
4701,27,Ketua Inventor
4702,39,Ketua Inventor
4702,90,Anggota Inventor
4703,62,Ketua Inventor
4704,46,Ketua Inventor
4704,55,Anggota Inventor
4705,52,Ketua Inventor
4705,83,Anggota Inventor
4706,55,Ketua Inventor
4706,66,Anggota Inventor
4707,59,Ketua Inventor
4708,92,Ketua Inventor
4709,80,Ketua Inventor
4710,14,Ketua Inventor
4711,44,Ketua Inventor
4711,73,Anggota Inventor
4712,98,Ketua Inventor
4713,54,Ketua Inventor
4713,60,Anggota Inventor
4714,76,Ketua Inventor
4715,65,Ketua Inventor
4715,12,Anggota Inventor
4716,61,Ketua Inventor
4717,90,Ketua Inventor
4717,94,Anggota Inventor
4717,46,Anggota Inventor
4718,81,Ketua Inventor
4718,35,Anggota Inventor
4719,31,Ketua Inventor
4720,42,Ketua Inventor
4721,69,Ketua Inventor
4722,79,Ketua Inventor
4723,17,Ketua Inventor
4723,54,Anggota Inventor
4724,4,Ketua Inventor
4725,12,Ketua Inventor
4726,87,Ketua Inventor
4727,68,Ketua Inventor
4727,29,Anggota Inventor
4727,36,Anggota Inventor
4728,100,Ketua Inventor
4728,41,Anggota Inventor
4729,73,Ketua Inventor
4729,55,Anggota Inventor
4730,96,Ketua Inventor
4730,22,Anggota Inventor
4731,96,Ketua Inventor
4732,71,Ketua Inventor
4733,63,Ketua Inventor
4734,56,Ketua Inventor
4735,17,Ketua Inventor
4735,45,Anggota Inventor
4736,61,Ketua Inventor
4736,72,Anggota Inventor
4737,76,Ketua Inventor
4737,41,Anggota Inventor
4737,37,Anggota Inventor
4738,96,Ketua Inventor
4738,79,Anggota Inventor
4739,76,Ketua Inventor
4740,41,Ketua Inventor
4741,68,Ketua Inventor
4742,39,Ketua Inventor
4742,92,Anggota Inventor
4743,15,Ketua Inventor
4743,36,Anggota Inventor
4744,31,Ketua Inventor
4745,51,Ketua Inventor
4745,11,Anggota Inventor
4745,98,Anggota Inventor
4746,65,Ketua Inventor
4746,91,Anggota Inventor
4747,90,Ketua Inventor
4747,4,Anggota Inventor
4748,36,Ketua Inventor
4749,99,Ketua Inventor
4750,23,Ketua Inventor
4750,74,Anggota Inventor
4751,19,Ketua Inventor
4752,45,Ketua Inventor
4753,4,Ketua Inventor
4753,22,Anggota Inventor
4753,58,Anggota Inventor
4754,64,Ketua Inventor
4754,18,Anggota Inventor
4755,32,Ketua Inventor
4756,27,Ketua Inventor
4757,84,Ketua Inventor
4757,38,Anggota Inventor
4757,97,Anggota Inventor
4758,92,Ketua Inventor
4758,93,Anggota Inventor
4759,73,Ketua Inventor
4760,93,Ketua Inventor
4761,88,Ketua Inventor
4762,20,Ketua Inventor
4763,46,Ketua Inventor
4764,42,Ketua Inventor
4764,18,Anggota Inventor
4765,98,Ketua Inventor
4766,26,Ketua Inventor
4767,15,Ketua Inventor
4768,40,Ketua Inventor
4769,96,Ketua Inventor
4770,63,Ketua Inventor
4770,64,Anggota Inventor
4770,87,Anggota Inventor
4771,25,Ketua Inventor
4772,44,Ketua Inventor
4773,3,Ketua Inventor
4774,19,Ketua Inventor
4775,9,Ketua Inventor
4776,59,Ketua Inventor
4776,50,Anggota Inventor
4776,55,Anggota Inventor
4777,75,Ketua Inventor
4778,54,Ketua Inventor
4778,38,Anggota Inventor
4778,71,Anggota Inventor
4779,36,Ketua Inventor
4779,91,Anggota Inventor
4780,36,Ketua Inventor
4780,61,Anggota Inventor
4780,83,Anggota Inventor
4781,7,Ketua Inventor
4781,98,Anggota Inventor
4782,37,Ketua Inventor
4782,86,Anggota Inventor
4783,11,Ketua Inventor
4783,69,Anggota Inventor
4783,79,Anggota Inventor
4784,92,Ketua Inventor
4784,64,Anggota Inventor
4785,22,Ketua Inventor
4785,45,Anggota Inventor
4785,87,Anggota Inventor
4786,69,Ketua Inventor
4786,6,Anggota Inventor
4787,79,Ketua Inventor
4787,50,Anggota Inventor
4788,21,Ketua Inventor
4788,60,Anggota Inventor
4789,82,Ketua Inventor
4790,95,Ketua Inventor
4790,87,Anggota Inventor
4791,21,Ketua Inventor
4792,7,Ketua Inventor
4793,88,Ketua Inventor
4793,40,Anggota Inventor
4794,20,Ketua Inventor
4794,40,Anggota Inventor
4794,18,Anggota Inventor
4795,79,Ketua Inventor
4795,17,Anggota Inventor
4796,2,Ketua Inventor
4797,12,Ketua Inventor
4797,11,Anggota Inventor
4798,43,Ketua Inventor
4798,6,Anggota Inventor
4799,1,Ketua Inventor
4800,5,Ketua Inventor
4801,77,Ketua Inventor
4802,62,Ketua Inventor
4803,91,Ketua Inventor
4804,2,Ketua Inventor
4805,55,Ketua Inventor
4806,74,Ketua Inventor
4807,22,Ketua Inventor
4808,52,Ketua Inventor
4809,2,Ketua Inventor
4810,78,Ketua Inventor
4811,55,Ketua Inventor
4811,70,Anggota Inventor
4812,30,Ketua Inventor
4813,79,Ketua Inventor
4813,1,Anggota Inventor
4814,9,Ketua Inventor
4815,5,Ketua Inventor
4815,74,Anggota Inventor
4815,88,Anggota Inventor
4816,15,Ketua Inventor
4817,3,Ketua Inventor
4817,44,Anggota Inventor
4817,76,Anggota Inventor
4818,16,Ketua Inventor
4818,21,Anggota Inventor
4819,11,Ketua Inventor
4819,45,Anggota Inventor
4820,19,Ketua Inventor
4821,9,Ketua Inventor
4821,35,Anggota Inventor
4821,81,Anggota Inventor
4822,68,Ketua Inventor
4823,3,Ketua Inventor
4823,37,Anggota Inventor
4824,56,Ketua Inventor
4825,53,Ketua Inventor
4826,46,Ketua Inventor
4826,83,Anggota Inventor
4826,3,Anggota Inventor
4827,71,Ketua Inventor
4827,9,Anggota Inventor
4827,90,Anggota Inventor
4828,15,Ketua Inventor
4828,59,Anggota Inventor
4829,99,Ketua Inventor
4830,29,Ketua Inventor
4831,47,Ketua Inventor
4832,79,Ketua Inventor
4833,12,Ketua Inventor
4834,36,Ketua Inventor
4835,67,Ketua Inventor
4836,78,Ketua Inventor
4836,74,Anggota Inventor
4837,61,Ketua Inventor
4838,39,Ketua Inventor
4838,76,Anggota Inventor
4839,62,Ketua Inventor
4840,2,Ketua Inventor
4841,98,Ketua Inventor
4842,15,Ketua Inventor
4843,84,Ketua Inventor
4844,10,Ketua Inventor
4845,2,Ketua Inventor
4845,50,Anggota Inventor
4846,79,Ketua Inventor
4847,43,Ketua Inventor
4847,7,Anggota Inventor
4848,32,Ketua Inventor
4848,82,Anggota Inventor
4848,100,Anggota Inventor
4849,66,Ketua Inventor
4850,77,Ketua Inventor
4850,99,Anggota Inventor
4851,80,Ketua Inventor
4852,23,Ketua Inventor
4853,76,Ketua Inventor
4853,86,Anggota Inventor
4854,74,Ketua Inventor
4854,2,Anggota Inventor
4854,12,Anggota Inventor
4855,9,Ketua Inventor
4856,56,Ketua Inventor
4857,45,Ketua Inventor
4858,58,Ketua Inventor
4858,16,Anggota Inventor
4859,85,Ketua Inventor
4859,97,Anggota Inventor
4860,56,Ketua Inventor
4861,90,Ketua Inventor
4861,51,Anggota Inventor
4862,6,Ketua Inventor
4863,97,Ketua Inventor
4864,68,Ketua Inventor
4864,84,Anggota Inventor
4865,5,Ketua Inventor
4866,87,Ketua Inventor
4867,41,Ketua Inventor
4868,29,Ketua Inventor
4869,81,Ketua Inventor
4870,37,Ketua Inventor
4871,76,Ketua Inventor
4872,58,Ketua Inventor
4873,70,Ketua Inventor
4874,32,Ketua Inventor
4875,81,Ketua Inventor
4875,1,Anggota Inventor
4876,86,Ketua Inventor
4877,62,Ketua Inventor
4877,75,Anggota Inventor
4878,40,Ketua Inventor
4878,47,Anggota Inventor
4878,63,Anggota Inventor
4879,89,Ketua Inventor
4880,77,Ketua Inventor
4881,41,Ketua Inventor
4882,20,Ketua Inventor
4883,98,Ketua Inventor
4884,25,Ketua Inventor
4884,5,Anggota Inventor
4885,2,Ketua Inventor
4886,65,Ketua Inventor
4887,62,Ketua Inventor
4887,100,Anggota Inventor
4887,88,Anggota Inventor
4888,99,Ketua Inventor
4889,67,Ketua Inventor
4890,55,Ketua Inventor
4890,14,Anggota Inventor
4891,69,Ketua Inventor
4892,95,Ketua Inventor
4893,5,Ketua Inventor
4893,90,Anggota Inventor
4894,20,Ketua Inventor
4895,56,Ketua Inventor
4896,48,Ketua Inventor
4897,50,Ketua Inventor
4898,26,Ketua Inventor
4898,30,Anggota Inventor
4899,80,Ketua Inventor
4900,18,Ketua Inventor
4900,78,Anggota Inventor
4900,57,Anggota Inventor
4901,65,Ketua Inventor
4902,61,Ketua Inventor
4903,85,Ketua Inventor
4904,89,Ketua Inventor
4905,35,Ketua Inventor
4906,69,Ketua Inventor
4907,4,Ketua Inventor
4907,17,Anggota Inventor
4907,22,Anggota Inventor
4908,78,Ketua Inventor
4909,27,Ketua Inventor
4909,33,Anggota Inventor
4909,100,Anggota Inventor
4910,100,Ketua Inventor
4911,76,Ketua Inventor
4911,14,Anggota Inventor
4912,94,Ketua Inventor
4913,27,Ketua Inventor
4914,77,Ketua Inventor
4915,23,Ketua Inventor
4915,89,Anggota Inventor
4915,26,Anggota Inventor
4916,18,Ketua Inventor
4916,49,Anggota Inventor
4916,47,Anggota Inventor
4917,55,Ketua Inventor
4918,62,Ketua Inventor
4919,29,Ketua Inventor
4920,99,Ketua Inventor
4920,72,Anggota Inventor
4921,93,Ketua Inventor
4921,59,Anggota Inventor
4922,53,Ketua Inventor
4923,99,Ketua Inventor
4923,15,Anggota Inventor
4924,79,Ketua Inventor
4925,95,Ketua Inventor
4926,13,Ketua Inventor
4926,83,Anggota Inventor
4926,2,Anggota Inventor
4927,32,Ketua Inventor
4927,85,Anggota Inventor
4927,91,Anggota Inventor
4928,25,Ketua Inventor
4929,59,Ketua Inventor
4929,21,Anggota Inventor
4930,79,Ketua Inventor
4930,51,Anggota Inventor
4930,100,Anggota Inventor
4931,42,Ketua Inventor
4932,29,Ketua Inventor
4932,28,Anggota Inventor
4932,48,Anggota Inventor
4933,3,Ketua Inventor
4933,70,Anggota Inventor
4934,84,Ketua Inventor
4934,89,Anggota Inventor
4934,65,Anggota Inventor
4935,77,Ketua Inventor
4935,32,Anggota Inventor
4936,11,Ketua Inventor
4936,81,Anggota Inventor
4937,10,Ketua Inventor
4937,72,Anggota Inventor
4937,39,Anggota Inventor
4938,98,Ketua Inventor
4939,66,Ketua Inventor
4940,9,Ketua Inventor
4941,14,Ketua Inventor
4942,16,Ketua Inventor
4942,71,Anggota Inventor
4942,69,Anggota Inventor
4943,69,Ketua Inventor
4943,35,Anggota Inventor
